group-id	NC	NC	NC	NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC
subject_id	S210421121673	S210421121674	S210421121675	S210421121676	S210421121688	S210421121689	S210421121690	S210421121698	S210421121699	S210421121700	S210421121701	S210421121702
Bacteria|Bacteroidota	0.6531844673829085	0.748130855424067	0.7843362365879134	0.8695510763413069	0.39141018953225526	0.03475881099849138	0.04575687831246437	0.00197320594038841	0.21255678856036345	0.03294212869283691	0.022064071453333063	0.5626598465473146
Bacteria|Firmicutes	0.31237662773369534	0.20191213420555443	0.050860186280179895	0.10194235806345296	0.4792210050426013	0.9301563956970336	0.9011169999366541	0.9414269394537335	0.611454531913309	0.8538243626062323	0.9090315871041416	0.3772378516624041
Bacteria|Verrucomicrobiota	0.030358354984434614	0.0038231554109892066	0.15257192676547515	0.0031418584884386545	0.0912884715701617	0.003494833559499352	0.011001076880846302	0.0	0.0008937216057198183	0.02120598947794415	0.024368359876832724	0.009974424552429667
Bacteria|Proteobacteria	0.0034524729068651544	0.04412488974342565	0.012136697540721815	0.018927041232285034	0.006689373715057228	0.011796010886292823	0.014062796934056885	0.02284764773081317	0.1298130632308036	0.036017806556050184	0.02530638879259365	0.031457800511508954
Bacteria|Actinobacteriota	0.0001326373772128986	0.0011157826199466316	9.495282570977237e-05	0.0004596783985845375	0.02730982846972905	0.014168858834499542	0.01270085939314597	0.02762488316543774	0.025471065763014823	0.023553217320922703	0.018679010583413203	0.0033248081841432226
Bacteria|Patescibacteria	0.0	4.173750448678173e-05	0.0	0.0010516227514787767	0.003794736465269467	0.005625090024183339	0.015361388542832408	0.0037387059923148823	0.01519326729723691	0.03245649534601376	0.0005505821896857604	0.012531969309462916
Bacteria|Cyanobacteria	0.00024186815844705038	0.0005731950616184691	0.0	0.0047897621814775625	0.0002863952049259975	0.0	0.0	0.0005192647211548448	0.0	0.0	0.0	0.0
Bacteria|Deferribacterota	0.0002535714564364238	0.00025877252781804675	0.0	0.00013660254297559368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Desulfobacterota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018693529961574412	0.004617561629552395	0.0	0.0	0.0
Bacteria|Gemmatimonadota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002813299232736573
Bacteria|Campilobacterota	0.0	1.9477502093831474e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
