group-id	NR	NR	NR	NR	NR	STD-NR	STD-NR	STD-NR	STD-NR	STD-NR	STD-NR	STD-NR
subject_id	S210421121677	S210421121678	S210421121679	S210421121680	S210421121681	S210421121685	S210421121686	S210421121687	S210421121703	S210421121704	S210421121705	S210421121706
Bacteria|Bacteroidota|Bacteroidia	0.8068469649691155	0.7900685895441684	0.8577368263420306	0.598928692829808	0.8851061813307699	0.5558832800468321	0.6990040376850606	0.18439563749005097	0.00947268708556994	0.19308101714961562	0.769009905128098	0.5190636194496127
Bacteria|Verrucomicrobiota|Verrucomicrobiae	0.1358367353888986	0.0	0.0	0.0002686491880215358	4.0617659204300054e-05	0.007908542351510785	0.0004665769403319874	0.016692838858175404	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli	0.015618947072671313	0.12737211679480911	0.022334877821039094	0.10091340723927322	0.04544439103974438	0.06505831494573783	0.05749663526244953	0.2946845354615269	0.28247552889169564	0.3991720875221762	0.022677310151711455	0.09399558468245814
Bacteria|Firmicutes|Clostridia	0.027585384854431756	0.07811504673866347	0.11515389087577738	0.2852780244964198	0.06358694548433173	0.3571621560769127	0.23258860475549573	0.49222363241336287	0.6067571834543732	0.39355410999408635	0.1856521920842563	0.34831718086140345
Bacteria|Proteobacteria|Gammaproteobacteria	0.014018313630500582	0.0026369198405996773	0.004593823223692324	0.004068116275754685	0.003026015610720354	0.005223578151033458	0.0024764468371467024	0.004216232495106159	0.05639406378275971	0.011235955056179775	0.008133071425586159	0.005592041320707562
Bacteria|Patescibacteria|Saccharimonadia	0.0	0.0	0.0	0.0009484961128107284	0.0	0.00033210249020579097	0.0	0.002151139028115387	0.015787811809283233	0.0029568302779420462	0.0	0.022791646996750993
Bacteria|Actinobacteriota|Actinobacteria	0.0	0.0	0.0	0.006129587596083204	0.00037232854270608385	0.0029157472868915207	0.0013458950201884253	0.0	0.002652352383959583	0.0	0.00012120198938437748	0.0021104662464247036
Bacteria|Firmicutes|Negativicutes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007619007815438626	0.0011975507483824386
Bacteria|Desulfobacterota|Desulfovibrionia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003723826639361391	0.003405209519313543
Bacteria|Actinobacteriota|Coriobacteriia	5.534104986228593e-05	0.0009925484793268447	0.00010570638290375434	0.003048345888570896	0.0019834956911433193	0.0007824109515017787	0.00021534320323014804	0.00544238174113193	0.02349226397221345	0.0	0.0004722698207046433	0.00202715836827636
Bacteria|Cyanobacteria|Vampirivibrionia	0.0	0.0008147786024324845	0.0	0.00016447909470706273	0.0004400246413799173	0.00440176520916828	0.006406460296096904	0.0	0.00107357120303126	0.0	0.0	0.00011107717086445809
Bacteria|Proteobacteria|Alphaproteobacteria	3.83130345200441e-05	0.0	7.487535455682599e-05	0.00012610063927541475	0.0	0.00026455622101139283	0.0	0.0	0.001894537417113988	0.0	0.0017762360513227733	0.00027769292716114523
Bacteria|Campilobacterota|Campylobacteria	0.0	0.0	0.0	3.837845543164797e-05	0.0	0.0	0.0	0.00019360251253038483	0.0	0.0	0.0006394449784761985	0.0004581933298158896
Archaea|Euryarchaeota|Methanobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.358757888577757e-05	0.0004616644914054039
Bacteria|Elusimicrobiota|Elusimicrobia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.194633677435533e-05	0.00019091388742328733
Bacteria|Deferribacterota|Deferribacteres	0.0	0.0	0.0	8.772218384376679e-05	0.0	6.754626919439816e-05	0.0	0.0	0.0	0.0	0.0	0.0
